Node,Zone_ID
100092,54
100093,53
100094,53
100095,53
100096,53
100097,53
100098,35
100099,55
100100,9
100101,57
100102,57
100103,42
100104,58
100105,172
100106,59
100107,55
100108,171
100109,170
100110,61
100111,58
100112,63
100113,67
100114,66
100115,68
100116,68
100117,65
100118,65
100119,172
100120,173
100121,168
100122,44
100123,45
100124,46
100125,46
100126,47
100127,67
100128,52
100129,166
100130,43
100131,27
100132,27
100133,33
100134,47
100135,68
100136,47
100137,205
100138,205
100139,44
100140,50
100141,48
100142,172
100143,15
100144,34
100145,49
100146,50
100147,50
100148,51
100149,51
100150,52
100151,52
100152,52
100153,355
100154,68
100155,51
100156,378
100157,356
100158,71
100159,65
100160,71
100161,392
100162,64
100163,181
100164,72
100165,184
100166,45
100167,161
100168,384
100169,130
100170,137
100171,137
100172,22
100173,136
100174,15
100175,117
100176,200
100177,147
100178,111
100179,111
100180,46
100181,45
100182,45
100183,44
100184,44
100185,44
100186,91
100187,115
100188,114
100189,114
100190,52
100191,378
100192,110
100193,119
100194,50
100195,198
100196,49
100197,63
100198,48
100199,67
100200,393
100201,80
100202,79
100203,198
100204,78
100205,78
100206,77
100207,23
100208,22
100209,143
100210,140
100211,34
100212,34
100213,37
100214,39
100215,40
100216,114
100217,114
100218,59
100219,167
100220,166
100221,171
100222,170
100223,169
100224,170
100225,159
100226,154
100227,155
100228,30
100229,154
100230,202
100231,145
100232,18
100233,200
100234,200
100235,18
100236,139
100237,183
100238,63
100239,66
100240,174
100241,174
100242,63
100243,63
100244,143
100245,195
100246,148
100247,123
100248,179
100249,178
100250,110
100251,110
100252,185
100253,186
100254,132
100255,110
100256,80
100257,81
100258,55
100259,78
100260,191
100261,188
100262,191
100263,100
100264,138
100265,23
100266,387
100267,101
100268,163
100269,146
100270,168
100271,176
100272,111
100273,179
100274,110
100275,178
100276,110
100277,178
100278,175
100279,179
100280,179
100281,180
100282,132
100283,187
100284,182
100285,183
100286,183
100287,184
100288,184
100289,187
100290,186
100291,185
100292,184
100293,186
100294,184
100295,185
100296,186
100297,189
100298,114
100299,189
100300,115
100301,190
100302,191
100303,199
100304,136
100305,18
100306,205
100307,63
100308,123
100309,388
100310,206
100311,208
100312,206
100313,152
100494,123
100495,387
100496,126
100497,100
100498,119
100499,122
100500,120
100501,124
100502,124
100503,124
100504,125
100505,125
100506,125
100507,122
100508,125
100509,125
100510,124
100511,124
100512,91
100513,127
100514,127
100515,127
100516,127
100517,126
100518,126
100519,126
100520,123
100521,127
100522,128
100523,128
100524,129
100525,129
100526,105
100527,128
100528,129
100529,0
100530,0
100531,128
100532,129
100533,129
100534,129
100535,105
100536,105
100537,386
100538,0
100539,106
100540,106
100541,105
100542,106
100543,102
100544,393
100545,102
100546,106
100547,106
100548,106
100549,107
100550,107
100551,393
100552,103
100553,393
100554,393
100555,123
100556,387
100557,387
100558,101
100559,101
100560,103
100561,100
100562,100
100563,120
100564,120
100565,120
100566,120
100567,116
100568,47
100569,95
100570,95
100571,78
100572,96
100573,96
100574,96
100575,97
100576,77
100577,96
100578,97
100579,97
100580,77
100581,77
100582,78
100583,77
100584,80
100585,98
100586,98
100587,100
100588,100
100589,100
100590,98
100591,81
100592,81
100593,81
100594,81
100595,81
100596,80
100597,79
100598,79
100599,84
100600,84
100601,62
100602,69
100603,83
100604,81
100605,99
100606,104
100607,99
100608,99
100609,82
100610,82
100611,104
100612,204
100613,204
100614,84
100615,84
100616,84
100617,85
100618,86
100619,85
100620,85
100621,85
100622,85
100623,89
100624,107
100625,89
100626,89
100627,89
100628,0
100629,0
100630,89
100631,0
100632,90
100633,91
100634,86
100635,90
100636,88
100637,88
100638,88
100639,88
100640,87
100641,87
100642,87
100643,88
100644,90
100645,67
100646,69
100647,69
100648,69
100649,70
100650,67
100651,67
100652,67
100653,67
100654,68
100655,70
100656,70
100657,72
100658,365
100659,70
100660,73
100661,367
100662,73
100663,70
100664,70
100665,73
100666,73
100667,73
100668,91
100669,73
100670,73
100671,387
100672,87
100673,86
100674,0
100675,82
100676,96
100677,259
100678,257
100679,262
100680,259
100681,257
100682,267
100683,278
100684,280
100685,281
100686,279
100687,251
100688,267
100689,278
100690,266
100691,259
100692,267
100693,267
100694,256
100695,262
100696,262
100697,262
100698,114
100699,72
100700,256
100701,153
100702,154
100703,154
100704,153
100705,262
100706,236
100707,153
100708,158
100709,157
100710,157
100711,156
100712,157
100713,158
100714,158
100715,158
100716,229
100717,236
100718,229
100719,262
100720,162
100721,161
100722,161
100723,160
100724,160
100725,161
100726,160
100727,156
100728,395
100729,395
100730,152
100731,152
100732,162
100733,152
100734,213
100735,211
100736,192
100737,192
100738,151
100739,203
100740,41
100741,118
100742,142
100743,142
100744,41
100745,203
100746,150
100747,203
100748,195
100749,150
100750,203
100751,30
100752,161
100753,335
100754,331
100755,331
100756,336
100757,334
100758,336
100759,210
100760,0
100761,215
100762,241
100763,0
100764,0
100765,0
100766,161
100767,265
100768,265
100769,274
100770,162
100771,161
100772,161
100773,160
100774,379
100775,380
100776,160
100777,380
100778,380
101745,384
101746,136
101747,196
101748,145
101749,197
101750,381
101751,151
101752,151
101753,151
101754,160
101755,380
101756,380
101757,145
101758,381
101759,381
101760,196
101761,197
101762,155
101763,155
101764,134
101765,381
101766,139
101767,159
101768,156
101769,159
101770,156
101771,154
101772,155
101773,154
101774,30
101775,30
101776,30
101777,30
101778,177
101779,30
101780,30
101781,30
101782,30
101783,155
101784,155
101785,197
101786,146
101787,146
101788,18
101789,147
101790,382
101791,382
101792,382
101793,382
101794,136
101795,136
101796,194
101797,206
101798,140
101799,140
101800,195
101801,140
101802,143
101803,191
101804,144
101805,144
101806,144
101807,144
101808,191
101809,195
101810,143
101811,112
101812,143
101813,143
101814,191
101815,144
101816,113
101817,113
101818,113
101819,188
101820,112
101821,115
101822,115
101823,115
101824,115
101825,113
101826,114
101827,114
101828,114
101829,115
101830,193
101831,116
101832,116
101833,116
101834,114
101835,95
101836,95
101837,116
101838,95
101839,96
101840,95
101841,111
101842,111
101843,114
101844,110
101845,111
101846,111
101847,111
101848,114
101849,114
101850,189
101851,189
101852,189
101853,176
101854,175
101855,175
101856,108
101857,108
101858,108
101859,177
101860,134
101861,134
101862,189
101863,190
101864,190
101865,384
101866,190
101867,190
101868,134
101869,134
101870,184
101871,184
101872,134
101873,190
101874,144
101875,144
101876,139
101877,384
101878,183
101879,133
101880,133
101881,133
101882,183
101883,139
101884,139
101885,136
101886,138
101887,384
101888,183
101889,133
101890,130
101891,130
101892,131
101893,130
101894,130
101895,138
101896,137
101897,137
101898,138
101899,138
101900,385
101901,165
101902,165
101903,198
101904,165
101905,24
101906,25
101907,31
101908,31
101909,24
101910,31
101911,134
101912,32
101913,133
101914,33
101915,33
101916,33
101917,27
101918,27
101919,26
101920,33
101921,25
101922,26
101923,28
101924,26
101925,43
101926,43
101927,43
101928,28
101929,29
101930,163
101931,163
101932,17
101933,36
101934,166
101935,36
101936,17
101937,17
101938,16
101939,20
101940,19
101941,16
101942,23
101943,188
101944,22
101945,22
101946,21
101947,37
101948,37
101949,37
101950,36
101951,38
101952,35
101953,39
101954,40
101955,168
101956,46
101957,54
101958,168
101959,39
101960,132
101961,16
101962,40
101963,34
101964,34
101965,34
101966,37
101967,21
101968,21
101969,22
101970,22
101971,22
101972,23
101973,14
101974,14
101975,14
101976,14
101977,15
101978,37
101979,34
101980,34
101981,15
101982,14
101983,14
101984,14
101985,14
101986,132
101987,182
101988,182
101989,182
101990,1
101991,1
101992,2
101993,2
101994,3
101995,3
101996,2
101997,1
101998,182
101999,186
102000,184
102001,183
102002,40
102003,40
102004,168
102005,168
102006,181
102007,181
102008,181
102009,181
102010,193
102011,14
102012,131
102013,181
102014,131
102015,131
102016,7
102017,8
102018,11
102019,11
102020,10
102021,7
102022,7
102023,11
102500,311
102501,313
102506,48
102507,48
102508,44
102509,44
102510,61
102511,67
102512,168
102513,168
102514,168
102515,168
102516,168
102517,168
102518,46
102519,46
102520,58
102521,173
102522,61
102523,67
102524,62
102525,69
102526,62
102527,69
102528,84
102529,69
102530,86
102531,86
102532,85
102533,85
102534,107
102535,107
102536,104
102537,107
102538,106
102539,107
102540,107
102541,0
102542,61
102544,100
102545,45
102546,90
102553,31
102554,66
102555,155
102556,160
103400,31
103413,48
103415,367
103422,91
103500,343
103501,0
103502,357
103503,365
103504,342
103505,0
103506,343
103507,0
103508,349
103509,0
103510,361
103511,0
103512,326
103513,332
103514,341
103515,0
103516,340
103517,0
103518,358
103519,358
103520,349
103521,0
103524,373
103525,0
103526,351
103527,351
103528,335
103529,333
103530,373
103531,350
103532,350
103533,335
103534,334
103535,359
103536,359
103537,342
103538,342
103539,343
103540,0
103541,340
103542,340
103543,340
103544,340
103545,309
103546,311
103547,313
103548,0
103549,308
103550,307
103551,309
103552,315
103553,323
103554,339
103555,339
103556,327
103557,306
103558,306
103559,308
103560,307
103561,323
103562,325
103563,368
103564,306
103565,306
103566,335
103567,323
103568,325
103569,262
103570,337
103571,328
103572,224
103574,246
103575,0
103576,248
103577,225
103578,297
103579,298
103580,259
103581,296
103582,298
103583,368
103584,372
103585,368
103586,298
103587,298
103588,297
103589,297
103590,297
103591,241
103592,243
103593,290
103594,290
103595,239
103596,239
103597,216
103598,231
103599,232
103600,228
103601,213
103602,229
103603,231
103604,213
103605,210
103606,209
103607,293
103608,231
103609,228
103612,242
103613,244
103614,231
103615,232
103616,233
103617,230
103618,231
103619,227
103620,227
103621,240
103622,237
103623,291
103624,292
103625,212
103626,212
103627,289
103628,290
103629,212
103630,261
103631,232
103632,232
103633,231
103634,213
103635,212
103636,289
103637,284
103638,0
103639,214
103640,254
103641,215
103642,231
103643,252
103644,291
103645,293
103646,293
103647,242
103648,253
103649,223
103650,218
103651,161
103652,224
103653,239
103654,225
103655,218
103656,214
103657,214
103658,237
103659,241
103660,218
103661,218
103662,218
103663,218
103664,226
103665,241
103666,226
103667,219
103668,219
103669,210
103670,232
103671,242
103672,0
103674,242
103676,226
103678,243
103679,255
103680,252
103681,0
103682,226
103683,225
103684,225
103687,253
103688,225
103689,253
103690,226
103691,221
103692,255
103693,254
103694,252
103695,219
103696,219
103697,219
103698,223
103699,221
103700,262
103701,219
103702,222
103703,252
103704,0
103705,0
103706,215
103707,215
103708,215
103709,215
103710,216
103711,217
103712,214
103713,217
103714,217
103715,252
103716,252
103717,215
103718,212
103719,214
103720,216
103721,216
103722,241
103723,289
103724,285
103725,247
103726,247
103727,245
103728,240
103729,243
103730,243
103731,240
103732,284
103733,240
103734,284
103735,289
103736,289
103737,289
103738,284
103739,270
103740,283
103741,282
103742,265
103743,262
103744,256
103745,259
103746,0
103747,0
103748,244
103749,246
103750,246
103751,244
103753,248
103754,244
103756,0
103758,248
103759,247
103760,243
103761,233
103762,233
103763,239
103764,232
103765,234
103767,233
103768,234
103771,240
103772,234
103773,245
103774,232
103775,243
103776,240
103777,231
103778,258
103779,233
103780,233
103781,233
103783,284
103784,284
103785,240
103786,240
103787,239
103788,290
103789,290
103790,290
103791,286
103792,287
103793,284
103794,286
103795,285
103796,0
103797,288
103798,288
103799,0
103800,0
103801,288
103802,288
103803,265
103804,287
103805,280
103806,280
103807,274
103808,286
103809,286
103810,268
103811,265
103812,278
103813,263
103814,211
103815,269
103816,278
103817,273
103818,280
103819,280
103820,279
103821,279
103822,262
103823,272
103824,268
103825,270
103826,259
103827,282
103828,265
103829,265
103830,0
103831,286
103832,287
103833,303
103834,291
103835,288
103836,288
103837,288
103838,285
103839,288
103840,288
103841,288
103842,288
103843,288
103844,286
103845,289
103846,288
103847,288
103848,287
103849,285
103850,302
103851,258
103852,321
103853,287
103854,288
103855,288
103856,288
103857,291
103858,0
103859,210
103860,210
103861,209
103862,211
103863,209
103864,212
103865,0
103866,0
103867,257
103868,260
103869,259
103870,211
103871,228
103872,212
103873,213
103874,293
103875,293
103876,293
103877,293
103878,293
103879,294
103880,294
103881,294
103882,297
103883,293
103884,295
103885,295
103886,293
103887,295
103888,295
103889,294
103890,294
103891,294
103892,295
103893,294
103894,294
103895,236
103896,236
103897,239
103898,258
103899,229
103900,239
103901,235
103902,230
103903,229
103904,237
103905,238
103906,238
103907,239
103908,237
103909,0
103910,261
103911,265
103912,239
103913,238
103914,237
103915,236
103916,229
103917,227
103918,229
103919,266
103920,236
103921,293
103922,293
103923,292
103924,322
103925,329
103926,328
103927,292
103928,292
103929,292
103930,292
103931,293
103932,293
103933,293
103934,292
103935,293
103936,292
103937,292
103938,330
103939,292
103940,294
103941,294
103942,295
103943,336
103944,337
103945,268
103946,270
103947,337
103948,295
103949,296
103950,295
103951,294
103952,295
103953,296
103954,295
103955,295
103956,295
103957,295
103958,296
103959,295
103960,296
103961,294
103962,297
103963,267
103964,296
103965,269
103966,271
103967,267
103968,274
103969,278
103970,295
103971,297
103972,296
103973,296
103974,273
103975,310
103976,310
103977,274
103978,73
103979,308
103980,308
103981,73
103982,91
103983,91
103984,356
103985,355
103986,356
103987,355
103988,355
103989,355
103990,351
103991,350
103992,351
103993,350
103994,311
103995,311
103996,308
103997,310
103998,354
103999,275
104000,352
104001,352
104002,350
104003,286
104004,358
104005,352
104006,311
104007,312
104008,311
104009,311
104010,301
104011,338
104012,302
104013,302
104014,311
104015,306
104016,337
104017,305
104018,335
104019,305
104020,302
104021,304
104022,303
104023,303
104024,305
104025,305
104026,298
104027,298
104028,302
104029,302
104030,301
104031,297
104032,297
104033,303
104034,303
104035,303
104036,303
104037,300
104038,300
104039,300
104040,300
104041,297
104042,298
104043,297
104044,297
104045,297
104046,303
104047,303
104048,300
104049,303
104050,298
104051,345
104052,354
104053,353
104054,298
104055,299
104056,298
104057,378
104058,301
104059,301
104060,302
104061,357
104062,372
104063,372
104064,303
104065,303
104066,303
104067,303
104068,303
104069,303
104070,303
104071,303
104072,311
104073,311
104074,281
104075,304
104076,308
104077,306
104078,308
104079,306
104080,306
104081,306
104082,306
104083,305
104084,306
104086,362
104087,367
104088,365
104089,366
104090,364
104091,364
104092,364
104094,364
104096,362
104098,355
104099,356
104100,365
104101,364
104102,370
104103,371
104104,369
104105,369
104106,361
104108,370
104109,357
104110,357
104111,363
104112,367
104113,368
104114,73
104115,367
104116,91
104118,367
104119,367
104121,368
104122,91
104123,368
104124,91
104125,368
104127,367
104128,366
104130,367
104131,366
104133,367
104138,365
104139,357
104140,357
104141,365
104143,365
104146,356
104148,369
104149,372
104151,372
104152,372
104155,372
104157,351
104158,360
104159,360
104160,357
104161,351
104162,362
104163,360
104164,363
104165,360
104166,358
104167,358
104168,354
104169,351
104170,354
104171,322
104173,322
104175,347
104176,347
104177,312
104178,312
104181,346
104182,347
104183,314
104184,318
104185,341
104186,341
104187,342
104188,318
104189,312
104190,323
104191,323
104192,323
104193,323
104194,346
104195,341
104196,341
104197,355
104198,352
104199,314
104200,318
104201,315
104202,315
104203,341
104204,317
104205,317
104206,320
104207,320
104208,318
104209,318
104210,314
104211,319
104212,319
104213,314
104214,314
104215,317
104216,317
104217,318
104218,318
104219,317
104220,344
104221,49
104222,344
104224,345
104226,345
104227,344
104228,344
104229,313
104230,313
104231,355
104232,315
104233,315
104234,315
104235,317
104236,315
104237,317
104238,315
104239,315
104240,311
104241,49
104242,313
104244,312
104245,311
104247,313
104248,311
104250,311
104251,312
104252,311
104254,311
104255,311
104256,313
104259,311
104261,345
104262,355
104264,347
104266,313
104267,317
104268,314
104270,317
104273,317
104274,317
104275,347
104279,321
104280,312
104281,320
104282,315
104283,315
104284,308
104285,322
104286,322
104287,321
104296,319
104297,319
104298,319
104299,317
104300,317
104301,320
104302,317
104303,320
104304,318
104305,317
104306,316
104307,318
104308,318
104309,318
104310,318
104311,318
104312,318
104313,317
104314,317
104315,318
104316,318
104317,318
104318,348
104319,349
104320,349
104321,348
104322,349
104323,341
104324,343
104325,341
104326,346
104327,350
104328,350
104329,343
104331,341
104332,314
104335,342
104337,339
104338,341
104339,340
104340,319
104341,341
104342,338
104343,340
104344,320
104345,339
104346,320
104347,339
104348,339
104349,339
104350,340
104351,341
104352,320
104353,340
104354,341
104355,341
104356,340
104357,320
104359,323
104360,323
104362,323
104363,339
104364,339
104366,340
104367,340
104368,339
104369,337
104370,340
104371,340
104372,340
104373,338
104374,340
104375,340
104376,337
104379,306
104380,306
104381,306
104382,306
104385,325
104387,324
104389,326
104393,326
104394,333
104395,348
104396,0
104397,340
104398,340
104400,375
104401,340
104402,333
104404,333
104405,289
104408,335
104409,335
104410,336
104411,376
104412,0
104413,0
104414,0
104415,0
104417,0
104420,0
104421,0
104422,0
104423,0
104424,363
104425,362
104426,251
104427,376
104428,377
104429,377
104430,377
104431,377
104432,377
104433,0
104434,0
104435,0
104436,0
104438,63
104439,75
104440,9
104441,140
104442,208
104443,62
104444,69
104445,120
104446,192
104447,120
